iter	MultiClass
188	0.1965674907
189	0.1953858621
190	0.1941221705
191	0.1931337025
192	0.1921118217
193	0.1909144897
194	0.1899619576
195	0.1895521391
196	0.1887624286
197	0.1877868282
198	0.186704333
199	0.1860727645
200	0.1851920807
201	0.1840393027
202	0.1827353647
203	0.1816041003
204	0.1810723002
205	0.180270072
206	0.1798645787
207	0.178697836
208	0.1775002434
209	0.1764867373
210	0.1755665088
211	0.1745426002
212	0.1733997446
213	0.172378599
214	0.1720949558
215	0.1713398625
216	0.1703773678
217	0.1695807228
218	0.1689094655
219	0.1679347065
220	0.1672087662
221	0.1665061356
222	0.1656259551
223	0.1647474849
224	0.1643110262
225	0.1634498343
226	0.1627209959
227	0.1623526451
228	0.1615670072
229	0.1606631334
230	0.1598872851
231	0.1591534253
232	0.158448538
233	0.1574768582
234	0.1568312631
235	0.156057779
236	0.1555281888
237	0.1544920909
238	0.1539272164
239	0.1534064861
240	0.1525264065
241	0.1517391737
242	0.150947627
243	0.1501925874
244	0.1496954615
245	0.1489763814
246	0.1483554902
247	0.1477173757
248	0.1470619115
249	0.1466700401
250	0.1460753107
251	0.1456433601
252	0.1450514782
253	0.144741785
254	0.1441958672
255	0.1436032066
256	0.1427748084
257	0.1422005184
258	0.1417684294
259	0.1411987769
260	0.1403835465
261	0.139759422
262	0.1394215359
263	0.1387388092
264	0.1380354535
265	0.1373710768
266	0.136754153
267	0.1366420181
268	0.1359848667
269	0.1354912154
270	0.1349247851
271	0.1342529926
272	0.1340523943
273	0.1337737106
274	0.1331440983
275	0.1325355221
276	0.1321352367
277	0.131601176
278	0.1310697097
279	0.1306676609
280	0.1301365859
281	0.1297521776
282	0.1289964947
283	0.1285053693
284	0.1280450308
285	0.1274047557
286	0.1267954147
287	0.1261755305
288	0.1259296384
289	0.1253899709
290	0.1250403658
291	0.1246791288
292	0.1242295602
293	0.1237174298
294	0.1232503343
295	0.1226981202
296	0.1222060524
297	0.1219384434
298	0.1217625412
299	0.1213629241
300	0.1209459219
301	0.1206069735
302	0.1201582498
303	0.1196553218
304	0.1190517106
305	0.1184890193
306	0.1179882036
307	0.11769179
308	0.1171683442
309	0.1168034177
310	0.1163980157
311	0.1159688391
312	0.1157117146
313	0.1152742411
314	0.1147007335
315	0.1142943774
316	0.1139392918
317	0.1135870346
318	0.1131032241
319	0.1127356434
320	0.1123049175
321	0.1122285216
322	0.1119435106
323	0.1116591029
324	0.1111971471
325	0.1109357683
326	0.1105923304
327	0.1102266512
328	0.1100963752
329	0.1097451057
330	0.1092573289
331	0.1090319184
332	0.1087303813
333	0.1083550222
334	0.1079336488
335	0.1076860075
336	0.1073231466
337	0.1069321772
338	0.1065842168
339	0.1061929239
340	0.1059123937
341	0.1054578927
342	0.1051862196
343	0.1048317061
344	0.1043773896
345	0.1040425887
346	0.1038913782
347	0.1034949449
348	0.1031104904
349	0.1028629545
350	0.102474647
351	0.1020549315
352	0.1019037155
353	0.1016206532
354	0.1011726437
355	0.1009019971
356	0.1004916339
357	0.1003213843
358	0.1000078209
359	0.09967098889
360	0.09944494199
361	0.09916047341
362	0.09870170348
363	0.09822665617
364	0.09801359822
365	0.09772092148
366	0.09727689088
367	0.09703558481
368	0.09669889339
369	0.09646484351
370	0.09621846853
371	0.09590771995
372	0.09560067884
373	0.09540241783
374	0.09505833272
375	0.09480359285
376	0.09452731154
377	0.09419911319
378	0.09382424413
379	0.09349166378
380	0.09334451141
381	0.0931080583
382	0.09286091079
383	0.09261928728
384	0.09232424518
385	0.09208234694
386	0.09197882661
387	0.0918578501
388	0.09155981508
389	0.09131469101
390	0.09105495941
391	0.09079260734
392	0.09044636048
393	0.09011547259
394	0.08983307986
395	0.08953377913
396	0.08928758954
397	0.08901447885
398	0.08890524369
399	0.08859531933
400	0.08832366584
401	0.0880663769
402	0.08793505824
403	0.08764743959
404	0.08746190478
405	0.08741918804
406	0.08708526113
407	0.08680924084
408	0.08653899089
409	0.08620414105
410	0.08599750099
411	0.08587543684
412	0.0857340251
413	0.0855836768
414	0.08531555059
415	0.08505102139
416	0.08499587291
417	0.08470336449
418	0.08441634364
419	0.08422094653
420	0.08412264897
421	0.08372081267
422	0.0833827332
423	0.08310132739
424	0.0829539351
425	0.08285895958
426	0.08254505568
427	0.08219389991
428	0.08196741225
429	0.08171034116
430	0.08139550835
431	0.08120435045
432	0.08088904111
433	0.08070877652
434	0.08057454152
435	0.08039607716
436	0.08025588531
437	0.08002364166
438	0.07977939321
439	0.07951135264
440	0.07931712102
441	0.07909050363
442	0.07890770664
443	0.0787452133
444	0.07853417179
445	0.0783232212
446	0.07809617732
447	0.07788690626
448	0.07768376991
449	0.07753567025
450	0.07736689142
451	0.07712405105
452	0.07685686394
453	0.07664584438
454	0.07642507471
455	0.07626592413
456	0.07605385332
457	0.0758132164
458	0.07562195648
459	0.07542755441
460	0.07524181662
461	0.07506317782
462	0.07485842601
463	0.07463010785
464	0.07443542462
465	0.07431417684
466	0.07417625027
467	0.07404984173
468	0.07385495634
469	0.07365329697
470	0.07347009434
471	0.07320040792
472	0.07297657714
473	0.07278817889
474	0.07270043247
475	0.0724376116
476	0.07220756309
477	0.07198360841
478	0.07184565577
479	0.07169195044
480	0.07146658833
481	0.0712314565
482	0.07107712322
483	0.07089855204
484	0.07079921677
485	0.07066154058
486	0.07045682932
487	0.07030458354
488	0.07016051581
489	0.07005904933
490	0.06985235324
491	0.06963209382
492	0.06953013156
493	0.06941868666
494	0.06926193082
495	0.06908305796
496	0.06892787667
497	0.06871570693
498	0.0685624061
499	0.06835794021
500	0.06816594401
501	0.06798922947
502	0.06788644413
503	0.06764429293
504	0.06752527004
505	0.06742943362
506	0.06728515798
507	0.0671333854
508	0.06702724434
509	0.06684343014
510	0.06674471485
511	0.06651839314
512	0.06640609736
513	0.06623665889
514	0.06609920972
515	0.06600292292
516	0.06579625511
517	0.06562318807
518	0.06545448852
519	0.06528616439
520	0.06512991872
521	0.06504466459
522	0.06493060089
523	0.06476813405
524	0.06456214442
525	0.06444496948
526	0.06431579102
527	0.0641185365
528	0.06392481113
529	0.0638283884
530	0.06377385503
531	0.06367203638
532	0.06355384546
533	0.06340791134
534	0.06322406992
535	0.06305680133
536	0.06299921348
537	0.06286015342
538	0.06273547905
539	0.06261613407
540	0.06247804578
541	0.06244474855
542	0.06235070339
543	0.06224592862
544	0.06212588742
545	0.06191768072
546	0.06178290343
547	0.06162022601
548	0.06140008188
549	0.06126192862
550	0.0611190614
551	0.06094221764
552	0.06087074338
553	0.06069739368
554	0.06061080457
555	0.06059387463
556	0.06042407326
557	0.06029115022
558	0.06014760136
559	0.06004915857
560	0.05997473617
561	0.05986080653
562	0.05974149013
563	0.05967162383
564	0.05961738898
565	0.05945313027
566	0.05942290023
567	0.05929359874
568	0.05917571401
569	0.05898100242
570	0.0588771153
571	0.05873477183
572	0.05862220331
573	0.05852430128
574	0.05842330092
575	0.05827407159
576	0.05806563402
577	0.0579915711
578	0.05785333652
579	0.05770973064
580	0.05764342952
581	0.0576015959
582	0.05747331878
583	0.05735140533
584	0.05727468781
585	0.05711020534
586	0.05700729163
587	0.05694055622
588	0.05674512663
589	0.05666607613
590	0.05655964417
591	0.05649233941
592	0.05637930334
593	0.0562212265
594	0.05614208817
595	0.05601739275
596	0.05590994212
597	0.05579929352
598	0.05571309721
599	0.05566671016
600	0.05559557067
601	0.05551835329
602	0.05544843913
603	0.05530459804
604	0.05523169687
605	0.05508696174
606	0.05495369656
607	0.05485050946
608	0.05472850815
609	0.05457309073
610	0.05448406667
611	0.05436880669
612	0.05432352713
613	0.05417859934
614	0.05405506276
615	0.05397308866
616	0.05386935524
617	0.05377642155
618	0.05366665646
619	0.05356084095
620	0.05346914291
621	0.053377296
622	0.05333745588
623	0.05320076947
624	0.05306914148
625	0.05292925163
626	0.05279861231
627	0.05262365822
628	0.05255504226
629	0.05245986437
630	0.05233451091
631	0.05223760514
632	0.05212665078
633	0.05207958386
634	0.05198704025
635	0.05181523174
636	0.05178060547
637	0.05168511289
638	0.05161088107
639	0.0515548462
640	0.0514432374
641	0.05134914556
642	0.05125530513
643	0.05119248401
644	0.05110393567
645	0.05103882373
646	0.05097022848
647	0.05091652152
648	0.05077292978
649	0.0506677484
650	0.05056600429
651	0.05048706648
652	0.05039748295
653	0.05031758617
654	0.05023023403
655	0.05019064265
656	0.05007824086
657	0.04997994071
658	0.04987644172
659	0.0497476539
660	0.04967729075
661	0.04960448412
662	0.04953964197
663	0.0494780362
664	0.04940213934
665	0.04928742375
666	0.04922786023
667	0.04912748545
668	0.04902182649
669	0.04892155081
670	0.04881539819
671	0.048715859
672	0.04860222093
673	0.04859464598
674	0.04851942752
675	0.04840760288
676	0.04836511658
677	0.04826449652
678	0.04816236053
679	0.04805207393
680	0.04796999506
681	0.0479136101
682	0.04784839127
683	0.04779014346
684	0.04762767483
685	0.04749784776
686	0.04734270359
687	0.04728048476
688	0.04727317495
689	0.04718327682
690	0.04707430315
691	0.0470016942
692	0.04692979693
693	0.04685483878
694	0.04679776563
695	0.04670514736
696	0.04659400766
697	0.04654768812
698	0.04643187279
699	0.04634146478
700	0.0462430467
701	0.04619607348
702	0.04611840482
703	0.04601591116
704	0.04592177891
705	0.04589640874
706	0.04577781222
707	0.04572647987
708	0.04569798956
709	0.04560645977
710	0.04551452024
711	0.04542920587
712	0.04532998374
713	0.04523655442
714	0.04519734346
715	0.04512164456
716	0.04504124892
717	0.0450097664
718	0.04495723302
719	0.04491554584
720	0.04485037944
721	0.04475082861
722	0.04466104024
723	0.04460876106
724	0.04451177991
725	0.04448255316
726	0.04440457523
727	0.04429451696
728	0.04422066935
729	0.04416391008
730	0.04411469021
731	0.04402846105
732	0.04394748596
733	0.0438736373
734	0.04380391542
735	0.04372657141
736	0.04366636765
737	0.04354973798
738	0.04350002419
739	0.04345284304
740	0.04336934475
741	0.04327737775
742	0.04323643422
743	0.04319153773
744	0.04309496074
745	0.04304306763
746	0.04295237503
747	0.04285991888
748	0.0427953887
749	0.04271784719
750	0.04263911804
751	0.0425665914
752	0.04250492253
753	0.04243660404
754	0.04234991151
755	0.04226872108
756	0.04221595029
757	0.042160375
758	0.04207435598
759	0.04200776284
760	0.04191111482
761	0.04184869475
762	0.04175305425
763	0.04168523993
764	0.04162818927
765	0.04156633893
766	0.04148856873
767	0.04140203841
768	0.04132559237
769	0.04125338758
770	0.04116396538
771	0.04107748052
772	0.0409912146
773	0.04094813088
774	0.04088312166
775	0.04082011834
776	0.04076415476
777	0.04071869911
778	0.04066163695
779	0.04061208962
780	0.0405625115
781	0.04053102987
782	0.04048240851
783	0.0404039473
784	0.04034243118
785	0.04029518028
786	0.04023215405
787	0.04016465832
788	0.04011261605
789	0.04004463638
790	0.03994984754
791	0.03992831182
792	0.03987718901
793	0.0397838828
794	0.03975833105
795	0.03970354121
796	0.03966918269
797	0.03961685782
798	0.03954105897
799	0.03946742389
800	0.03940431671
801	0.03935689483
802	0.03929016166
803	0.0392555192
804	0.03920984093
805	0.03916188975
806	0.03911895258
807	0.03908927216
808	0.03903391494
809	0.0389839944
810	0.03895181515
811	0.0389015479
812	0.03883288546
813	0.03877719543
814	0.03873578803
815	0.03869357618
816	0.038631268
817	0.03857306572
818	0.03854481234
819	0.03847457786
820	0.03842599219
821	0.03838327735
822	0.03829309948
823	0.03822022215
824	0.03818574598
825	0.0381247486
826	0.03807315982
827	0.03799808233
828	0.03796534972
829	0.03792755034
830	0.03787898204
831	0.03778757608
832	0.03770958196
833	0.03765132662
834	0.03755338461
835	0.03748272434
836	0.0373990758
837	0.0373265944
838	0.03727338095
839	0.03719853247
840	0.03712801417
841	0.03709747208
842	0.03703197907
843	0.03696513084
844	0.03692673943
845	0.03686970493
846	0.03682624274
847	0.03679623296
848	0.03672433715
849	0.03669459775
850	0.03664118215
851	0.03655685935
852	0.03650046294
853	0.03644404433
854	0.03639735706
855	0.0363360426
856	0.03627746623
857	0.03625114856
858	0.03622569131
859	0.03618618948
860	0.03613390799
861	0.0360657556
862	0.03600173732
863	0.03594579894
864	0.03591723279
865	0.03584398987
866	0.03578277501
867	0.03573002636
868	0.03567292904
869	0.03560864552
870	0.03556794983
871	0.03554457583
872	0.03551028609
873	0.03543354034
874	0.03538505055
875	0.03530904605
876	0.03527611026
877	0.03522576575
878	0.03519787344
879	0.03516010188
880	0.03514029516
881	0.03509697781
882	0.03507259763
883	0.03501936282
884	0.03497621866
885	0.03488699293
886	0.03485327264
887	0.03480712167
888	0.03475457577
889	0.03470966488
890	0.0346808043
891	0.03463241006
892	0.03457313431
893	0.0345458728
894	0.03449659611
895	0.03445207677
896	0.03441512119
897	0.03436031864
898	0.03429705513
899	0.03425255122
900	0.03420113921
901	0.03417215617
902	0.0341380518
903	0.0340677915
904	0.03401288103
905	0.03396760967
906	0.03393408846
907	0.03388281165
908	0.03387398014
909	0.03383355895
910	0.03378627436
911	0.03374800895
912	0.03369140804
913	0.03364827277
914	0.03361716655
915	0.03355646189
916	0.03353115931
917	0.03348248656
918	0.03344201421
919	0.03339679493
920	0.03334775153
921	0.03331634343
922	0.03328936205
923	0.03321807584
924	0.03316553952
925	0.03311018306
926	0.03306006333
927	0.0330242595
928	0.03298643791
929	0.03293234972
930	0.03289753249
931	0.03284952732
932	0.03282514957
933	0.03278705806
934	0.03274455769
935	0.03267671087
936	0.0326294212
937	0.03258727961
938	0.03254310589
939	0.03250419988
940	0.03245927819
941	0.03242962142
942	0.03239482878
943	0.03237309656
944	0.03231777301
945	0.03228226914
946	0.03224853257
947	0.03222297384
948	0.03217353299
949	0.03211746781
950	0.03208812006
951	0.03207161981
952	0.03203545477
953	0.03201371404
954	0.03196330116
955	0.03195287409
956	0.03191654508
957	0.03189417864
958	0.03184545431
959	0.03181096678
960	0.03177554282
961	0.03174928234
962	0.03170216085
963	0.03166629525
964	0.03162485581
965	0.03160614063
966	0.03156911826
967	0.03153315682
968	0.03150209918
969	0.0314404443
970	0.0313883312
971	0.03135288153
972	0.03132074347
973	0.03125527178
974	0.03120104236
975	0.0311817992
976	0.03114394602
977	0.03112161505
978	0.03107565003
979	0.0310459173
980	0.03100590955
981	0.03095213377
982	0.03090165882
983	0.03088896302
984	0.03085730661
985	0.03080813945
986	0.03077161779
987	0.03072809773
988	0.03067937931
989	0.03062878156
990	0.03059867071
991	0.03054999198
992	0.03053075624
993	0.03047378292
994	0.03046497628
995	0.03041493905
996	0.0303900353
997	0.03036719796
998	0.03033744961
999	0.03029771088
